proteins,PDAC,PDAC_DB,PDAC_DB.1,PDAC_DB.2,PDAC_t,PDAC_t.1,PDAC_t.2,PDAC_t.3,PDAC_t.4,PDAC_t.5,PDAC_t.6,PDAC_t.7,PDAC_t.8,PDAC_t.9,PDAC.1,PDAC.10,PDAC.11,PDAC.12,PDAC.13,PDAC.14,PDAC.15,PDAC.16,PDAC.17,PDAC.18,PDAC.19,PDAC.2,PDAC.20,PDAC.21,PDAC.22,PDAC.23,PDAC.24,PDAC.25,PDAC.26,PDAC.27,PDAC.28,PDAC.29,PDAC.3,PDAC.30,PDAC.31,PDAC.32,PDAC.33,PDAC.34,PDAC.35,PDAC.36,PDAC.37,PDAC.38,PDAC.39,PDAC.4,PDAC.40,PDAC.41,PDAC.42,PDAC.43,PDAC.44,PDAC.5,PDAC.6,PDAC.7,PDAC.8,PDAC.9
P49368,-1.416606653,-0.385845677,-0.562575743,-0.602761353,-0.076906633,-0.741104386,-0.072681237,-0.613802484,-0.634460064,-0.274571042,-0.561536337,-0.843408968,-0.138838387,-0.193829225,0.112713433,-0.364990083,-0.708465503,0.030475683,-0.142781232,-0.799511757,-0.087203821,-0.644250902,0.03129746,0.081380658,-0.665108531,0.100426066,-1.665680363,-0.120100146,-1.147057976,-0.11631197,-1.130816534,0.228626264,-0.872463447,0.124349434,-0.074133385,-0.329341627,-1.565741306,-0.172101934,-0.569054924,-0.094406853,0.041712484,-0.39607938,-1.06355985,-0.319206606,-0.221694851,0.720225448,0.324409405,-0.416976259,-0.35249488,-1.877222676,0.073658501,-0.227378841,-1.465001521,-0.121137865,-0.487831584,-0.575747382,0.442286196,-0.118215296
P49411,0.401419952,0.698822234,0.729122405,0.68139011,0.306831224,0.746042864,0.078656692,0.934275491,0.63525794,0.250359591,0.638114649,1.064964863,-0.504194704,0.733439776,0.251683962,0.658779931,0.844058376,1.304763399,0.718130436,0.647369625,0.863165782,0.560577541,-0.206180218,0.321705194,0.550254925,0.899947972,0.576110594,0.619942539,0.334284278,0.016926685,0.755234801,0.692136762,-0.871990292,0.606655728,0.601029224,0.769073199,0.526829801,-0.551133495,0.946069213,-0.545181278,0.579971625,-0.365192311,-0.193948631,0.83611832,-0.482533115,0.879521337,0.560553133,0.009775961,0.839978154,0.812395739,0.563766707,0.118465006,1.324141312,-1.434685091,0.682184104,0.932859537,0.698017666,0.013950766
P49458,0.22159979,0.289371208,0.283737962,0.268022884,0.477263893,-0.039890456,-0.12382608,0.155623985,-0.177927375,-0.92373645,-0.194264347,-0.083728672,-0.395643199,0.250979808,0.14273489,-0.080361791,0.300427899,0.208487951,0.41444775,0.182822859,-0.042485041,0.203582522,-0.194532642,-0.181471326,0.170457749,0.210215944,0.16356251,0.155093336,-0.466943943,0.299597568,0.09587794,0.116764906,-0.245468636,-0.174764775,-0.170994067,-0.549295925,0.099578418,0.065904328,-0.049428059,-0.393782382,0.168873176,-0.406530675,-0.223763371,0.16840067,-0.398208356,0.174301681,0.164169841,0.210223013,0.197320662,-0.214792879,-0.553947325,0.261114655,-0.177169968,-0.101855288,0.105435867,0.276029614,-0.196233345,0.124126448
P49588,0.217105705,0.270546358,0.543430604,0.282550979,-0.87726475,0.315469099,1.180034323,0.740761506,0.687804277,-0.369817076,0.811503363,0.31223691,-0.466871616,0.584173821,0.058118317,0.085917896,0.535620221,-0.40975886,0.255093713,0.606832871,0.096161702,0.149897304,-0.149317101,0.228569635,0.336851415,0.658411502,0.185533067,0.023953709,0.283054543,0.135969954,0.122795578,0.372299175,0.151947441,0.027871106,0.031641814,0.143081294,0.039167444,0.426778712,0.35668056,0.410519412,0.082409186,0.411514806,0.273070636,0.317585236,0.406093439,0.308613611,0.540179715,0.14423148,0.220446526,-0.504225867,0.298931945,0.097487042,0.359796814,0.234779574,0.604712972,0.094026817,0.040081619,0.506675649
P49591,0.455115474,1.000925983,0.698013109,0.305159968,0.310535585,0.318869265,0.312694237,0.543722393,0.48022571,0.292785271,0.554344565,0.292004408,0.519855997,0.462523685,0.299919136,0.302591259,0.826913954,0.281158711,0.436114873,0.54692762,0.340889843,0.342989174,0.306365378,0.319426694,0.395356777,0.620114473,0.408025447,0.066832013,0.316009389,0.195713795,0.293235713,0.432634755,0.332234768,0.279651056,0.283421765,0.54312436,0.697375658,0.319426694,0.358547118,0.392913031,0.162750012,0.625808331,0.265430787,0.345142889,0.388487057,0.320716955,0.058818229,0.327042392,0.495412949,0.335356933,0.688895671,0.241642373,0.633669733,0.374367791,0.386483628,0.335827636,0.586362755,0.279762423
P49736,-0.225938967,-2.44001712,-2.713680038,-2.157085963,0.18379671,-0.416688269,0.292049164,-0.062727221,-0.715803,0.207025307,-1.452729953,-0.503106417,0.280980249,-0.323945588,-0.132714616,-0.050782941,0.457620994,-0.198050417,-0.465853029,-0.166310813,-0.947081488,-0.74824043,0.506524489,-0.243635068,0.218726142,-0.741607007,-0.278842055,-0.206878583,0.458424581,-0.204701408,0.545172444,-0.065917558,0.671218855,-0.438442885,-0.350907913,0.292255297,1.201334533,0.218452825,-0.269375473,0.485297726,-0.634137166,0.172401429,0.25680267,-0.264799439,0.254504163,0.05159334,-0.077945536,-0.113084565,-1.657710628,-0.311803197,0.131850849,0.105104359,0.257695363,0.658671621,-0.771785786,-0.500376103,-0.409566658,-0.172757822
P49755,0.641444028,0.727562945,0.63430138,0.720247567,0.406637338,0.745085364,0.178729793,1.26231381,0.704958641,0.691518409,1.364113459,1.203590464,0.69829396,0.757962114,0.344100314,0.354617089,0.722501701,0.37993246,0.549417863,0.621618067,1.275539947,0.611359469,1.015703766,1.028765082,0.606872459,0.710264916,0.899795854,0.232625649,0.949185234,0.354677783,1.321045947,0.907639108,0.958949383,0.740919368,0.365274885,1.275499903,1.324746425,1.028765082,1.110173566,1.019627646,-0.319888676,1.013501176,1.293241022,0.479903547,1.316556995,-0.346437311,0.56956535,0.276158511,0.605097609,1.270007037,0.881334973,0.234333947,1.339834425,1.007543635,0.585036377,0.412236086,0.578998192,0.569669227
P49756,0.019720438,0.185842552,0.247046729,0.425077242,-0.318079077,0.306418592,0.18023388,0.211893489,0.108071679,0.160324915,0.082676653,0.022092833,0.113009291,0.053868669,-0.148202757,-0.925533897,0.117829288,-0.210589281,0.556734761,0.069450477,-0.07808992,-0.352933835,0.609390133,0.017788773,-0.260229874,0.110916355,0.781362407,-0.211069841,-0.265744377,-0.166076609,0.441875389,0.495797905,-0.108973594,0.123608179,-0.058199343,0.861630202,0.78738931,0.082562931,-0.278541367,1.08447962,-0.483276621,0.607187542,0.037658646,0.173114008,0.618959026,-0.090863191,-0.076599488,-0.400086783,-0.183418708,0.035658899,0.253041067,-0.39387311,0.894364208,0.58782921,-0.333262068,-0.156360712,-0.470247516,0.124424802
P49773,0.102905318,0.496172561,0.451625788,-0.374491314,-0.395319864,-1.675775733,-0.540277287,-0.288604916,1.268137275,-1.271597644,0.302256651,0.255776835,-2.866349435,-0.760630308,0.355899837,0.364036114,0.198259089,0.645361133,0.283948143,-0.852471278,-0.371708186,-0.543575969,-1.206947158,-1.50387928,0.598117615,0.458489881,-2.027242264,0.603774373,-0.848978713,-0.368977467,-1.046359916,-0.495242674,-1.633590025,0.162768643,0.129090467,-0.877269807,-1.042659438,-0.997841007,-0.500466589,-1.305339888,0.119035895,-1.248420156,-1.41146539,-1.155360139,-1.618438597,-0.059311308,0.229813254,0.118156635,0.410881591,-1.307905393,0.299212446,0.113516766,0.149938214,-0.678959876,-0.357218302,0.126941879,-0.097663022,-0.458304603
P49792,-0.551093264,0.042377275,0.031421804,0.058838204,-1.036834692,-1.451198605,-1.029478693,-0.313715021,0.408171929,-1.112397002,-0.068650272,-0.584871343,-0.620902129,-0.623554516,0.022524007,-0.579154493,-0.570025763,-0.347020469,-0.367451649,-0.547202801,-0.587081772,-0.584982441,-0.564723085,-0.551661769,0.050246865,0.098760929,-0.566463149,0.04363832,-0.611962225,-0.570856094,-0.57785275,-0.556239397,-0.574533111,-0.629554232,-0.625783523,-0.623398795,-0.574152273,-0.551661769,-0.548220761,-0.95039991,-0.386635244,-0.566925676,-0.605657676,-0.56162499,-0.518280822,-0.414979557,-0.624395122,0.049647263,-0.347272903,-0.592614682,-0.628050195,0.051997217,-0.559064273,-1.038323145,-0.610016622,0.058432507,-0.617343718,-0.59132604
P49915,-2.393520995,-0.924123077,-0.369143185,-0.924597639,-1.56237406,-0.41647612,-3.111609285,-0.980951443,-0.916123499,-0.057916224,0.018591488,-0.409391513,-1.59574156,-0.406448821,-0.945400769,-0.937264493,-0.850533484,-0.844712825,-0.945285734,-0.905312801,-0.320152009,-0.899082774,-0.954269311,-0.466788116,-0.917677911,-0.892449351,-0.924573149,-0.94757196,-1.096653098,-0.851363815,-0.510633796,-0.914349397,-1.049888133,-0.362624469,-0.939883856,-0.411400214,-1.373399976,-1.384381087,-0.376757176,-1.465737302,-0.884327599,-1.384080115,-0.538438721,-0.91973499,-1.470163275,0.576652307,-0.162933011,-0.918277513,-0.905344633,-0.885377712,-0.908557916,-0.652653052,-0.739112471,-1.519171063,-0.890524343,-0.909492269,-0.931444051,-0.871833761
P50238,2.414148936,2.546995559,2.36210097,2.902632622,2.457254765,0.877878897,0.831524337,-5.126001688,2.022064475,-0.769713067,1.286781563,0.472895206,0.653335285,1.177008543,1.150108633,2.047308245,2.410989195,1.851396023,1.150223669,1.190196602,1.973679336,1.656677429,1.167748018,1.524832479,2.147842315,1.62179419,1.956185971,2.446921616,1.93146712,1.858633723,1.511235197,2.228703508,0.96106734,2.048579808,1.868660002,1.887515337,1.101923558,1.180809334,0.930757427,0.895919628,1.405139976,1.165545428,1.527579536,1.818920258,0.891493654,1.53012541,2.444679434,2.227552337,2.8706461,1.83498545,1.799612197,2.205197304,1.495549966,1.765949784,2.276934308,1.186017134,2.328836208,1.472171798
P50395,0.438719184,-0.039202184,-0.5418022,-0.416209118,-1.07810629,-1.191814997,-1.165451822,-0.378025747,0.371443453,-1.423921483,-0.083381644,-0.301059189,-1.311702805,0.095919173,0.088027804,0.096164081,0.054242458,0.063229662,0.08814284,-0.119972571,-0.056894043,0.431328198,-0.993643479,-0.570653757,0.230401925,1.151760923,0.460904044,0.025939361,-0.071437692,0.056578672,-0.270246599,0.585779058,-0.718161003,-0.032002683,-0.029762144,0.005619244,-0.17980105,-1.197357666,-0.161641836,-1.145898398,0.02519816,-1.309280665,-0.520285587,0.369495653,-1.150324371,0.423733565,0.391915517,0.115151061,0.425066338,-0.101715973,-0.063038381,0.018095759,-0.103771412,-1.161300258,0.13926622,0.122426933,0.04206727,0.405394307
P50402,-0.113916263,-0.869328264,-0.150498303,-0.482355337,-0.069409389,-0.772656827,-1.683002455,-0.223595765,-0.02209433,-1.178494665,-0.209722153,-1.670347748,-1.783172272,-0.391331127,-0.901556107,-0.89341983,-0.143007537,-0.665691746,-0.220165968,-0.517110914,-0.564080832,-0.295028282,0.167501243,-0.817787186,-0.863271479,0.238752386,-0.057046611,-0.943021299,-0.117307618,-0.907970649,-0.833038489,-0.018028497,0.661016614,0.032481835,0.157399359,-0.184025025,-0.615278038,-0.645874392,-1.022282361,0.038663681,-2.342424405,0.165298652,-0.284588717,-0.02341409,0.034237707,-0.300896002,-0.334440963,-0.874432851,0.08209794,-0.184644623,0.143448267,-0.946453561,-0.565569253,-0.26612289,-1.055983501,-0.865647607,-0.7944404,-0.744415963
P50454,0.146031454,0.999593104,1.248718596,1.230264938,0.924461228,1.302673154,0.713891497,1.672439402,1.290806882,0.815548859,1.664022324,1.340178573,0.380949799,1.630737419,-0.373887674,-0.365751397,-0.699183992,0.546061088,0.464669668,0.835360071,0.791469146,0.911218956,0.971404403,0.98446572,0.745777811,0.872749397,0.176121796,-0.717241022,1.194977274,0.234836942,1.177723999,0.452335563,1.077059742,-0.213729766,-0.209959058,1.490892713,1.436630368,0.98446572,0.891435214,0.970405745,-0.319288154,0.969201813,1.240328874,1.133880729,0.965979771,-0.573415023,1.180825813,-0.766264031,-0.175419835,0.973389445,0.069074523,-1.976276217,1.571966464,0.878138601,0.979344748,0.080963519,0.238961716,0.214366996
P50502,-0.42837143,-0.801703985,-0.86414678,-0.877575596,0.105124655,-1.580774153,-1.386658994,-0.134675926,-0.783253729,-0.736210979,-0.352341621,-0.630679613,0.324535191,-0.567879465,0.20199477,0.361652652,-0.481514855,-0.213483159,-1.013960679,-0.489759115,-0.965640427,-1.264943784,-0.126166447,-0.114791614,0.191090795,-0.277988964,-0.068140592,0.216516533,-0.889897072,-0.146809619,-1.640012288,-1.609614483,-0.32295484,0.220433929,0.140105892,-0.438827694,-0.915328059,0.127500872,-0.463923254,0.329034644,0.316573955,0.112236965,0.585401787,-0.881959435,-0.026940413,-0.482854905,-1.197235967,0.107392262,-0.233709312,-0.281680885,0.3193498,0.126316156,-1.65327489,-0.464946764,-2.079340875,-0.880172525,-0.12175835,-0.465312145
P50552,0.748205436,0.345820371,-1.428741197,-0.335096186,0.293237078,0.447400699,0.547980784,0.06326047,0.579555559,0.051660014,0.462406606,1.130130586,0.46607356,0.130416475,0.068690053,-0.260904078,0.662983864,-0.311586719,0.486659648,-0.463815678,0.562154245,0.326350685,0.139879909,-0.479902446,0.520530256,0.455734359,0.105673496,0.258841185,0.205374085,0.34365248,0.482223406,-0.066109812,0.706499194,0.339172046,0.417118121,-0.385481461,0.270794109,0.003889787,0.011306375,0.578658839,0.058103586,0.069941098,0.095683187,0.181689036,0.754440903,-0.022716635,0.300488,0.259878498,0.223249502,0.948535089,0.825833566,0.395327524,0.733480546,0.294104074,0.273290034,0.649590557,0.391334027,0.438576351
P50570,-0.622012394,0.965991335,0.669072505,0.641782858,0.528124176,0.217234599,0.516601397,0.719849342,-0.139341645,0.661851037,0.345511947,-0.140538351,0.388128138,0.68745393,0.66540396,0.310865969,0.57079069,-1.013262898,0.700658093,0.670903426,0.515851378,0.760436127,0.309356973,1.304254087,0.212583975,0.283678664,0.69737134,0.615919609,-0.36104178,0.301397033,0.072669626,0.530022041,0.16020004,0.060018503,0.469293569,0.439050672,0.002770754,0.426443839,0.410325819,0.024666434,0.344362125,0.411179932,0.546580382,0.219967608,0.624443058,0.108166425,0.559840279,0.229999193,-0.050556253,-0.409883709,0.197447574,-0.160881721,0.017858754,0.489526245,-0.608213372,0.558797683,0.25096007,0.28942702
P50897,0.127717192,-0.023632596,0.031755075,0.103929648,0.125266402,-0.024109168,0.125864205,-0.02359906,0.259154464,-0.01496525,-0.129046777,-0.017024561,0.080366549,0.00971275,-0.139021869,-0.122809984,0.30102301,0.193715681,0.019803163,0.004632088,0.211952898,0.036144944,-0.020945913,0.054319425,0.096520945,0.253049892,0.765085852,-0.484049683,0.133361947,0.035494047,0.211401979,0.28418726,0.226900754,0.24060413,0.291839188,-0.009893567,0.258343084,0.054319425,0.292205896,0.148620891,0.247016335,0.222329053,0.22683768,-0.009790101,0.144194918,-0.126105762,0.022393704,-0.157250894,0.589266377,0.406885777,0.086195641,-0.010310964,0.011200328,0.188328228,0.003488606,-0.09503776,0.261519543,0.087484416
P50990,-0.599612236,-0.63112687,-0.732619706,-0.541569873,-0.22213407,-0.533201035,-0.734412011,-0.749307322,-0.174334793,-0.490459651,-1.162740044,-0.825682947,-1.53420197,-0.339172957,-0.738049927,-0.661532756,-0.618544735,-0.465666696,-0.669553997,-0.629581064,-0.797269436,-0.630436149,-0.650865637,-0.741977638,-0.532299495,-0.615054576,-0.648841412,-0.544135349,-0.437211639,-0.753300592,-0.806098307,-0.63861766,-0.684963694,-0.759069399,-0.671237231,-0.530566135,-0.523533149,-0.733762871,-0.55668119,-0.796944738,-0.65233885,-0.884637715,-0.555038552,-0.746533635,-0.801370712,0.243848886,-0.669848829,-0.532899097,-0.501908022,-0.67324214,-0.676569167,0.015275066,-0.87902182,-0.371323739,-0.658535593,-0.524113854,-0.662797426,-0.639845012
P50990,-0.890657759,-0.561076297,-0.507962097,-0.613162513,-0.249691229,-0.531561725,0.225855296,-0.621405275,-0.667139067,-0.511565326,-0.61185007,-0.885847535,-0.078163074,-0.519612542,0.320975664,-0.427879945,-0.380820699,-0.543204448,-0.407777996,-0.095976177,-1.568066488,-0.435527222,-0.017354362,-0.231746798,-1.035286446,-0.530392185,-1.22814639,-0.061300362,-0.172017368,-0.263950273,0.212970363,-1.361973317,0.430105861,-0.366365436,-0.594500828,-0.605390643,-0.454140072,0.113391756,-1.010316267,-0.103918993,-0.472373991,0.18568407,0.720035782,-1.356062178,0.76520233,-0.362337926,0.00031131,0.067529431,-0.609407636,-0.268526464,-0.033865494,-0.040759332,-0.718989158,0.436760175,0.099810566,-0.256510446,-1.109215592,-0.441849696
P50991,-0.382887786,-0.61493001,-0.457892479,-0.290091338,-0.193602707,-0.568067067,-0.282478927,-0.300976592,-0.070317664,-0.470757442,-0.496004543,-0.607182245,-0.473252333,-0.69132219,-0.554897246,0.333017739,-0.450753134,-0.209216362,-0.52120647,0.168066394,-0.990859806,0.06934709,-0.845627822,-0.129859912,-0.346878796,-0.273344226,-1.040960447,0.277428241,1.051327547,-0.19381925,-0.022173421,-1.703785492,-1.37210281,0.237376447,-1.500530884,-0.754319676,-1.647940713,-0.19113847,-0.132617414,-0.590509367,0.510670289,-0.414383776,0.546143937,0.023209649,-0.923550316,0.336753263,-0.341905098,0.414596213,-0.718855274,0.126488681,0.260220574,0.420478186,-0.404405467,-0.547573058,0.116042209,-0.436873104,-0.484782807,-0.374823753
P50995,-0.003534353,0.631558212,0.78808603,0.823696197,0.124557468,0.393208208,0.130558966,0.591141735,0.738043559,-0.610775026,0.763662106,-0.144102586,0.315616598,-0.469467965,0.089693705,0.088269934,0.247803491,-0.031287847,-0.482593625,-1.379852356,-0.587820529,-0.018151285,0.036810763,-0.20791817,-0.066735631,0.151823118,0.319694368,-0.162669966,-0.584122463,-0.037938838,-0.242257019,0.009503913,0.256083859,-0.12428088,-0.120510172,0.178647696,0.14040062,0.28285698,-0.495524071,0.072979757,-0.104300617,0.049346709,0.108895217,-0.068792711,0.32544427,-0.114604082,-0.138481098,-0.07717051,-0.070858587,0.304399084,-0.080491284,0.138111208,0.649683256,-0.043571643,-0.661657446,-0.068385266,-0.096958005,-0.043767129
P51148,-0.171272507,0.304297477,-0.293735278,0.298317715,-0.143554428,-0.12699752,-0.010666927,0.096441934,0.841709194,-0.060263692,0.433720859,0.845463932,0.252996687,0.058908736,-0.62700693,-0.56406486,-0.672082718,0.223436983,-0.269854059,0.048613277,0.223012151,-0.086383834,-0.079148293,0.211446887,-0.31272184,0.363272522,0.255207546,-0.388413051,-0.124884327,-0.722465802,-0.620857605,0.107270688,-0.152923536,0.039615473,-0.14482531,0.164243291,-0.088577481,0.211446887,0.456406232,-0.092245274,-0.870765858,-0.116479298,-0.262714723,-0.525829471,-0.096671247,-0.293400653,-0.380163418,-0.653827688,-0.038753277,0.125788701,0.159591891,-0.604305384,1.154807581,0.176356,-0.818477441,-0.536292637,-0.380550289,0.451404598
P51149,-1.032002515,-1.392443586,-0.746091073,-1.128978742,-0.551735594,-1.351299756,-2.772432953,-0.862730049,-0.803949211,-0.527767832,-0.717726473,-0.846672813,-1.547235397,-1.094353463,-2.011269697,-0.422841911,0.219537386,0.445475581,-2.044406247,-0.25529769,0.672625376,-1.175580814,-2.013914363,-1.11164709,-0.039414815,-0.42523841,-0.233266071,-1.248138533,-2.316145392,-2.105247987,-0.242415004,-1.687767453,-2.84373299,0.122355866,0.156153059,0.364750647,0.093887628,-1.378537822,-0.197540063,-1.751843145,-1.063784693,-1.808483277,-1.187057587,-1.128443121,-1.972383819,0.405391654,-1.052636701,-1.097936552,-0.734466359,-0.257643929,-0.51215257,-0.516445852,0.431162875,-2.333574311,-1.822012571,-1.751708591,0.82367922,-1.072669177
P51153,-0.580033162,-0.206027739,-0.32517789,-0.407539931,0.097333164,-0.649036871,-0.987754448,0.199672465,-0.118560731,-1.152539216,-0.776016029,-0.045723678,-1.927133691,-0.45062536,-0.299043288,-0.586840042,-0.598965661,-0.424365282,-0.594861283,-0.55488835,-0.462499264,-0.575045611,-0.983399072,-0.979946635,-0.400403482,-0.193493318,-0.574148699,-0.4590652,-0.73071563,-0.398754525,-0.489142544,-0.563924946,-0.967498706,-0.327906327,-0.615846693,-0.323568471,-0.372636191,-0.970337756,-0.328085247,-0.906820443,-0.632759776,-0.985601662,-0.404141595,-0.355815419,-0.911246417,-0.021845411,-0.614458292,-0.401003084,-0.416837873,-0.147657745,-0.656990093,0.151139069,-0.170998356,-0.923450406,-0.63895652,-0.39221784,-0.607406888,-0.620265938
P51153,-0.204396933,-0.159075706,-0.205175709,-0.178059252,-0.838597506,0.167787803,-0.795915723,-0.596754936,0.331828456,-1.90954695,-0.241461161,0.10221373,-0.661796742,-0.365716292,-0.199079444,-0.235647983,-0.223329432,0.098439938,0.044046671,-0.203696291,0.008176623,-0.197207882,-0.858114826,-0.246599428,-0.171356585,-0.148180099,-0.222956639,-0.203302708,-0.673800039,0.016101201,-0.068709931,-0.212732887,-0.813917135,-0.241779672,-0.238008964,-0.276702464,0.012805023,-0.84505351,0.014077268,-0.753238872,0.058825164,-0.860317417,-0.018700381,-0.21811848,-0.757664846,-0.569854415,-0.236620562,-0.171956187,0.069376289,-0.064555076,-0.281353864,0.076112906,-0.049921453,-0.718594582,-0.263320291,-0.163170944,-0.229569159,-0.244629709
P51153,0.290763809,-0.43647465,-0.451481478,-0.390802142,-0.285351866,-0.030164958,0.099431667,0.359911714,-0.370389952,0.079522702,0.236453026,0.28258796,0.846431288,-0.306828893,0.276007986,0.081476246,0.051541934,0.27765197,0.073455005,0.316095954,0.253243982,0.255343312,0.138312105,0.151373421,0.303730844,0.261976734,0.296835606,0.206854125,0.104680375,0.050711602,-0.068240906,0.307059358,0.161048384,-0.443701393,-0.439930685,-0.51612166,-0.064540429,0.151373421,0.315077994,0.221726647,0.238037196,0.136109515,0.097377514,0.301673765,0.217300673,0.007773098,0.215930631,0.100463226,0.249081452,0.342204121,-0.52077306,0.099593104,0.388851733,0.163038777,0.231840452,0.10924847,-0.43149088,0.250531033
P51571,0.342780044,0.284572673,0.224271271,0.370068179,0.015231398,0.176989781,0.161045959,0.159274601,0.28981222,0.080315653,0.271182889,0.116064551,0.147912545,0.165659711,0.30819202,0.316328297,0.315057652,0.363603599,0.235079729,0.298437586,0.147547368,0.309462179,0.055143849,0.159990296,0.320216061,0.316999623,0.338958707,0.570596506,0.062899978,-0.131034091,0.499492759,0.254762996,0.157557249,0.255082024,0.258852732,0.037716157,0.470676938,0.159990296,0.262781632,0.218235511,0.237119232,0.404139219,0.179758705,0.117292002,0.213809538,0.092866068,0.38900802,0.191976807,0.303200319,0.176025442,0.155747104,0.193553888,0.977838064,0.2150363,0.283856687,0.40162903,0.16041279,0.272666921
P51572,0.450941117,0.420537856,0.394006853,0.549510888,-1.154057225,0.59445967,-1.655320231,0.558683308,1.287782396,-1.817777314,0.651336082,0.86422723,-0.930756653,0.457724839,-0.074836542,-0.551135503,1.055439317,-0.110023467,0.666873742,0.806905403,0.769230507,0.78591607,-0.237702573,0.442882979,0.639095064,1.133049484,0.609553279,0.269794944,-0.173355219,-0.89897136,0.684603946,0.785024396,0.206530071,0.073214826,0.679204637,0.773790667,1.40098904,-0.224641257,0.84246547,-0.624381896,-1.125104721,-0.239905164,0.827483942,0.546155341,-0.62880787,-0.011697158,0.46827351,-1.125114295,0.491628097,1.273994067,0.922872008,-0.092400883,1.373003824,-0.538585831,0.648357371,0.613692057,0.966475337,0.665556802
P51659,0.227535174,0.329653555,0.066644146,0.176264552,0.118347101,0.053264415,0.084209091,0.087217383,0.193942561,0.064300126,0.173972809,0.060349022,0.071075677,0.118329512,0.148733226,0.200922175,0.208602675,0.214423335,0.166754158,0.206727091,0.112423086,0.197853936,0.1377721,0.100549909,0.194361981,0.204487359,0.187466743,0.182031533,0.087542632,0.195000994,0.124642435,0.086938554,0.112697512,0.139303287,0.110407213,-0.08993671,0.128342912,0.184350329,0.168373556,0.173375775,0.238170463,0.13556951,-0.019815136,0.154969327,0.198313495,-0.110796112,0.158441256,0.175856483,0.191592077,0.106890175,0.07444499,0.242057809,0.143430913,0.182586912,0.125995476,0.258058092,0.118847018,0.187302398
P51665,0.184084158,0.11675452,0.142355206,0.087246981,0.693061326,0.076154924,0.655805352,0.00200408,0.10608113,0.730945843,-0.447835927,0.083239531,0.79310105,0.809677717,0.07213797,0.080274247,0.165151659,0.170972319,0.072253006,0.112225939,0.122271222,0.124370553,0.824746682,0.458722643,0.099860829,0.131003975,0.09296559,0.075881366,0.758726158,0.164321328,0.157324672,0.103189343,0.710135711,0.079798762,0.083569471,0.111778627,0.161025149,0.837807998,0.111207979,0.770813973,0.131357544,0.822544092,0.404726736,0.09780375,0.766388,0.106247136,0.084957872,0.099261227,0.118108693,0.116738312,0.107127227,-0.131976019,0.176113149,0.81708456,0.1251608,0.108046471,0.092009276,0.143851382
P51858,0.765125921,0.577314464,0.698682493,0.686049113,0.65606067,0.410883024,0.439520029,0.38924318,-0.026819829,0.734757227,0.264022662,0.588039578,0.34825602,0.36994281,0.590681414,0.336735959,0.544787031,0.073775789,0.34275981,0.191433629,0.508049427,0.58082594,0.692934087,0.635826934,-0.096179264,0.499143484,0.69684945,0.523698958,-0.022224749,0.412586652,0.505683428,0.407767187,0.619468503,0.205292246,0.287061661,0.174975121,0.673337797,0.485038426,-0.087497387,0.847171458,0.372493397,0.44733181,-0.240714776,0.363,0.472917764,-0.532183862,0.411672155,0.341618024,0.655583486,0.693691616,0.035685709,0.445774577,-0.348035163,0.949286707,0.318388972,0.368703809,0.0430301,0.668736819
P51991,0.246444917,-0.415861251,-0.322488925,-0.299262486,-0.582077426,-0.605604063,-0.554716877,-0.069450521,-0.039721527,-0.701660699,-0.663289991,0.263480558,-0.568341679,-0.651786471,0.232425421,-0.096541962,-0.092183025,-0.408464707,-0.107535392,0.012758811,-0.086318761,-0.818979399,-1.249031367,-0.673449263,0.128897564,-0.162501306,0.159732852,0.000758227,-0.422963652,0.728192172,0.436337586,-0.36700302,-0.097326483,-0.231209307,-0.42564163,0.156495642,0.477506048,-0.914953524,0.703819411,0.169035897,-0.495966604,0.115311879,-0.148789636,-0.00550061,0.09239732,-0.83138111,-0.093485312,-0.439492956,0.021384819,0.246331032,-1.247356699,0.178706477,-0.204503015,-0.489557096,0.292308336,-0.333664624,-1.890468992,0.211487632
P51991,0.38054471,-0.003643774,0.163154969,0.120572013,0.508485825,0.408481104,0.335881736,-0.077293056,-0.094879548,0.352001312,0.111875121,-0.252492309,-0.058544692,0.393506959,0.129243342,0.297800921,0.361612212,0.171407312,0.28977968,0.329752613,0.128523807,0.369218418,0.340043712,0.329741353,0.139625217,0.003030229,0.310492265,0.114141536,0.428404242,0.115217143,0.12738852,0.320716017,0.278054655,0.138211878,0.328417336,0.248723845,0.229308596,0.341709521,0.212499529,0.259978247,0.327818097,0.250995207,0.197803193,0.17229131,0.255552273,0.197950955,0.329805737,0.139025615,0.156368863,0.060268791,0.30358778,0.182234737,-0.030725968,0.499375673,0.321621353,0.147810859,0.336857141,0.340311934
